beta,B_index,R_P,equilibrium_class,bifurcation_type,multistable
0.019583333333333335,1.5625,1.4506085557035202,coexistence,stable,False
0.019583333333333335,1.625,1.2311529652826592,coexistence,stable,False
0.019583333333333335,1.6875,1.0400175624463328,coexistence,fold,False
0.019583333333333335,1.75,0.8739452524009734,parasitoid_free,stable,False
0.019583333333333335,1.8125,0.7300500943907986,parasitoid_free,stable,False
0.019583333333333335,1.875,0.6057722571670017,parasitoid_free,stable,False
0.019583333333333335,1.9375,0.49883852989608685,parasitoid_free,stable,False
0.019583333333333335,2.0,0.407227669501926,parasitoid_free,stable,False
0.021041666666666667,0.5,21.444790167669534,coexistence,stable,False
0.021041666666666667,0.5625,18.693880807844177,coexistence,stable,False
0.021041666666666667,0.625,16.28577998903423,coexistence,stable,False
0.021041666666666667,0.6875,14.177592572743027,coexistence,stable,False
0.021041666666666667,0.75,12.331909656932618,coexistence,stable,False
0.021041666666666667,0.8125,10.716092012093988,coexistence,stable,False
0.021041666666666667,0.875,9.301648505408991,coexistence,stable,False
0.021041666666666667,0.9375,8.06369679842328,coexistence,stable,False
0.021041666666666667,1.0,6.980495310598323,coexistence,stable,False
0.021041666666666667,1.0625,6.033036918182755,coexistence,stable,False
0.021041666666666667,1.125,5.204696137722005,coexistence,stable,False
0.021041666666666667,1.1875,4.480922653010623,coexistence,stable,False
0.021041666666666667,1.25,3.8489750048745512,coexistence,stable,False
0.021041666666666667,1.3125,3.297689074413523,coexistence,stable,False
0.021041666666666667,1.375,2.817276841875944,coexistence,stable,False
0.021041666666666667,1.4375,2.399151136831839,coexistence,stable,False
0.021041666666666667,1.5,2.035773304936431,coexistence,stable,False
0.021041666666666667,1.5625,1.7205204464641546,coexistence,stable,False
0.021041666666666667,1.625,1.4475698312785816,coexistence,stable,False
0.021041666666666667,1.6875,1.2117981669007902,coexistence,stable,False
0.021041666666666667,1.75,1.0086937325696435,coexistence,fold,False
0.021041666666666667,1.8125,0.8342798117922905,parasitoid_free,stable,False
0.021041666666666667,1.875,0.6850478475757784,parasitoid_free,stable,False
0.021041666666666667,1.9375,0.5578991415628782,parasitoid_free,stable,False
0.021041666666666667,2.0,0.45009393763925654,parasitoid_free,stable,False
0.022500000000000003,0.5,28.408817657875748,coexistence,stable,False
0.022500000000000003,0.5625,24.620757997982654,coexistence,stable,False
0.022500000000000003,0.625,21.32323387504637,coexistence,stable,False
0.022500000000000003,0.6875,18.452656296068984,coexistence,stable,False
0.022500000000000003,0.75,15.953834297390967,coexistence,stable,False
0.022500000000000003,0.8125,13.778844016564115,coexistence,stable,False
0.022500000000000003,0.875,11.886052269811792,coexistence,stable,False
0.022500000000000003,0.9375,10.239273319621915,coexistence,stable,False
0.022500000000000003,1.0,8.807040467407509,coexistence,stable,False
0.022500000000000003,1.0625,7.561976649945693,coexistence,stable,False
0.022500000000000003,1.125,6.480250410810975,coexistence,stable,False
0.022500000000000003,1.1875,5.541105494633847,coexistence,stable,False
0.022500000000000003,1.25,4.726453997845612,coexistence,stable,False
0.022500000000000003,1.3125,4.020524321523168,coexistence,stable,False
0.022500000000000003,1.375,3.4095563553174237,coexistence,stable,False
0.022500000000000003,1.4375,2.8815376121180893,coexistence,stable,False
0.022500000000000003,1.5,2.425974652423311,coexistence,stable,False
0.022500000000000003,1.5625,2.033694837222675,coexistence,stable,False
0.022500000000000003,1.625,1.6966746120751983,coexistence,stable,False
0.022500000000000003,1.6875,1.4078904423764032,coexistence,stable,False
0.022500000000000003,1.75,1.1611895521041449,coexistence,stable,False
0.022500000000000003,1.8125,0.951177612068089,coexistence,fold,False
0.022500000000000003,1.875,0.7731213508569055,parasitoid_free,stable,False
0.022500000000000003,1.9375,0.6228638799410423,parasitoid_free,stable,False
0.022500000000000003,2.0,0.49675120468665646,parasitoid_free,stable,False
0.023958333333333335,0.5,37.37715182961568,coexistence,stable,False
0.023958333333333335,0.5625,32.21148845247451,coexistence,stable,False
0.023958333333333335,0.625,27.739032132281384,coexistence,stable,False
0.023958333333333335,0.6875,23.86689584797235,coexistence,stable,False
0.023958333333333335,0.75,20.51483614264155,coexistence,stable,False
0.023958333333333335,0.8125,17.613500872729606,coexistence,stable,False
0.023958333333333335,0.875,15.102923200005085,coexistence,stable,False
0.023958333333333335,0.9375,12.93122688340764,coexistence,stable,False
0.023958333333333335,1.0,11.053512906707358,coexistence,stable,False
0.023958333333333335,1.0625,9.430901731005406,coexistence,stable,False
0.023958333333333335,1.125,8.029709225792494,coexistence,stable,False
0.023958333333333335,1.1875,6.8207372748902175,coexistence,stable,False
0.023958333333333335,1.25,5.778662850221019,coexistence,stable,False
0.023958333333333335,1.3125,4.8815118559791655,coexistence,stable,False
0.023958333333333335,1.375,4.110205634549705,coexistence,stable,False
0.023958333333333335,1.4375,3.4481700969143034,coexistence,stable,False
0.023958333333333335,1.5,2.8809984240137343,coexistence,stable,False
0.023958333333333335,1.5625,2.3961602354967715,coexistence,stable,False
0.023958333333333335,1.625,1.9827504334147834,coexistence,stable,False
0.023958333333333335,1.6875,1.6312723774628668,coexistence,stable,False
0.023958333333333335,1.75,1.3334506249439149,coexistence,stable,False
0.023958333333333335,1.8125,1.0820689929988803,coexistence,fold,False
0.023958333333333335,1.875,0.870830721403762,parasitoid_free,stable,False
0.023958333333333335,1.9375,0.6942375432414855,parasitoid_free,stable,False
0.023958333333333335,2.0,0.5474851079685303,parasitoid_free,stable,False
0.025416666666666667,0.5,48.864125156472504,coexistence,stable,False
0.025416666666666667,0.5625,41.88217749635321,coexistence,stable,False
0.025416666666666667,0.625,35.86884493205071,coexistence,stable,False
0.025416666666666667,0.6875,30.69023518967729,coexistence,stable,False
0.025416666666666667,0.75,26.231208699050494,coexistence,stable,False
0.025416666666666667,0.8125,22.392708359873573,coexistence,stable,False
0.025416666666666667,0.875,19.089474645848693,coexistence,stable,False
0.025416666666666667,0.9375,16.248089902598466,coexistence,stable,False
0.025416666666666667,1.0,13.805303913169427,coexistence,stable,False
0.025416666666666667,1.0625,11.706599822491338,coexistence,stable,False
0.025416666666666667,1.125,9.90496550079524,coexistence,stable,False
0.025416666666666667,1.1875,8.359840539286044,coexistence,stable,False
0.025416666666666667,1.25,7.036213432567674,coexistence,stable,False
0.025416666666666667,1.3125,5.903847195036251,coexistence,stable,False
0.025416666666666667,1.375,4.93661507218379,coexistence,stable,False
0.025416666666666667,1.4375,4.1119300130263055,coexistence,stable,False
0.025416666666666667,1.5,3.410255003474122,coexistence,stable,False
0.025416666666666667,1.5625,2.814682377994147,coexistence,stable,False
0.025416666666666667,1.625,2.3105720871683277,coexistence,stable,False
0.025416666666666667,1.6875,1.8852409225932911,coexistence,stable,False
0.025416666666666667,1.75,1.5276950899209116,coexistence,stable,False
0.025416666666666667,1.8125,1.2284001843006054,coexistence,stable,False
0.025416666666666667,1.875,0.9790832354949728,coexistence,fold,False
0.025416666666666667,1.9375,0.7725623120723284,parasitoid_free,stable,False
0.025416666666666667,2.0,0.602599868970836,parasitoid_free,stable,False
0.026875000000000003,0.5,63.50247195763989,coexistence,stable,False
0.026875000000000003,0.5625,54.14220878121222,coexistence,stable,False
0.026875000000000003,0.625,46.121557483283745,coexistence,stable,False
0.026875000000000003,0.6875,39.2498325618121,coexistence,stable,False
0.026875000000000003,0.75,33.36378738226885,coexistence,stable,False
0.026875000000000003,0.8125,28.32360571561422,coexistence,stable,False
0.026875000000000003,0.875,24.00948640932545,coexistence,stable,False
0.026875000000000003,0.9375,20.31873258963813,coexistence,stable,False
0.026875000000000003,1.0,17.16327009583434,coexistence,stable,False
0.026875000000000003,1.0625,14.467531153772379,coexistence,stable,False
0.026875000000000003,1.125,12.166648903975176,coexistence,stable,False
0.026875000000000003,1.1875,10.204916512685058,coexistence,stable,False
0.026875000000000003,1.25,8.534471869243761,coexistence,stable,False
0.026875000000000003,1.3125,7.114173796585988,coexistence,stable,False
0.026875000000000003,1.375,5.90864218851981,coexistence,stable,False
0.026875000000000003,1.4375,4.887437425038952,coexistence,stable,False
0.026875000000000003,1.5,4.024358800795661,coexistence,stable,False
0.026875000000000003,1.5625,3.2968440731593067,coexistence,stable,False
0.026875000000000003,1.625,2.6854559381910845,coexistence,stable,False
0.026875000000000003,1.6875,2.1734421113627422,coexistence,stable,False
0.026875000000000003,1.75,1.746358766951157,coexistence,stable,False
0.026875000000000003,1.8125,1.3917478446856593,coexistence,stable,False
0.026875000000000003,1.875,1.098860509952957,coexistence,stable,False
0.026875000000000003,1.9375,0.8584201748623185,parasitoid_free,stable,False
0.026875000000000003,2.0,0.6624193527016171,parasitoid_free,stable,False
0.028333333333333335,0.5,82.0679289678213,coexistence,neimark_sacker,False
0.028333333333333335,0.5625,69.61310428276765,coexistence,neimark_sacker,False
0.028333333333333335,0.625,58.99366363898486,coexistence,stable,False
0.028333333333333335,0.6875,49.941010793088196,coexistence,stable,False
0.028333333333333335,0.75,42.226204409721596,coexistence,stable,False
0.028333333333333335,0.8125,35.654022390477785,coexistence,stable,False
0.028333333333333335,0.875,30.057925596220958,coexistence,stable,False
0.028333333333333335,0.9375,25.295783411555146,coexistence,stable,False
0.028333333333333335,1.0,21.246244670553374,coexistence,stable,False
0.028333333333333335,1.0625,17.805655871751352,coexistence,stable,False
0.028333333333333335,1.125,14.885442391376575,coexistence,stable,False
0.028333333333333335,1.1875,12.40988310499055,coexistence,stable,False
0.028333333333333335,1.25,10.314218280061501,coexistence,stable,False
0.028333333333333335,1.3125,8.543040151889306,coexistence,stable,False
0.028333333333333335,1.375,7.048923526388437,coexistence,stable,False
0.028333333333333335,1.4375,5.7912600074055485,coexistence,stable,False
0.028333333333333335,1.5,4.735265146295818,coexistence,stable,False
0.028333333333333335,1.5625,3.85113283797528,coexistence,stable,False
0.028333333333333335,1.625,3.1133143489077213,coexistence,stable,False
0.028333333333333335,1.6875,2.4999038361520136,coexistence,stable,False
