scenario_key,scenario_value,equilibrium_class,trajectory_class,tail_sd,A_star,F_star,K_state,rho_star,bifurcation_type,multistable,R_P,regime_shift,winner_strategy,R1_resistance,R2_resilience,R3_recovery,latitude,T_return,D_star,K_star,peak_larvae,canopy_collapse,max_consecutive_K_below,damage_threshold_exceeded,mean_D_longrun,functional_tipping
delta,0.13571428571428573,coexistence,coexistence,1.106401313321778e-08,1.7931152412130344,0.02122826287934209,1.955903439083843,0.8744669899493774,stable,False,1.1101470270774216,0,C,0.7918281465891805,0.8324560241824761,0.9999819676798154,0.9,7.45485715473246,0.4357568843290986,1.955903439083843,13.739204760179092,False,0,False,0.43575688200826274,False
delta,0.15000000000000002,coexistence,coexistence,6.661338147750939e-16,1.7070647087457482,0.03371132801175635,1.9584796003747977,0.7310403322797496,stable,False,1.1919293908592756,0,C,0.7886438257092511,0.7072085714787704,0.9999999357847215,0.9,3.1919649647831854,0.422217616437458,1.9584796003747977,13.395352627337157,False,0,False,0.422217616437458,False
delta,0.1642857142857143,coexistence,coexistence,5.588000014763635e-16,1.6380597333785578,0.04364922071249921,1.960625214909861,0.7396498137330122,stable,False,1.2696605799654386,0,C,0.7860622700941933,0.6240687879219693,0.9999999867273878,0.95,3.315887020634225,0.41095471604324496,1.960625214909861,13.107023526997638,False,0,False,0.41095471604324463,False
delta,0.1785714285714286,coexistence,coexistence,1.7342238036525468e-15,1.5814956796587545,0.051724365197635944,1.9624401624886518,0.746785633450666,stable,False,1.3436018909820482,0,C,0.7839344001197706,0.5658014418845829,0.9999999761912397,0.95,3.424926074505652,0.4014371927748218,1.9624401624886518,12.861812386813403,False,0,False,0.4014371927748222,False
delta,0.1928571428571429,coexistence,coexistence,3.936310829535193e-15,1.534285407375403,0.058399521654088696,1.9639956839040877,0.7527881199064788,stable,False,1.4139997299200915,0,C,0.7821555056492455,0.5233377184627737,0.9999999531770518,0.95,3.5214804952174745,0.39328709371350085,1.9639956839040877,12.650729479119242,False,0,False,0.3932870937134995,False
delta,0.20714285714285718,coexistence,coexistence,1.2051793528491118e-14,1.4942833363539125,0.06399863054623747,1.9653439337417777,0.7579015447266022,stable,False,1.4810846974681409,0,C,0.7806500947433993,0.49146826768105045,0.9999999847326296,0.95,3.6074803124538986,0.3862282071505472,1.9653439337417777,12.467110028180652,False,0,False,0.38622820715054773,False
delta,0.22142857142857142,coexistence,coexistence,2.6517307602223514e-14,1.4599526908592872,0.06875465401487625,1.9665239594734847,0.7623055487834606,stable,False,1.5450714553437876,0,C,0.7793624982037523,0.4669986076383503,0.9999999505691616,0.95,3.6844922017020654,0.3800540461630133,1.9665239594734847,12.305912886289642,False,0,False,0.38005404616301147,False
delta,0.2357142857142857,coexistence,coexistence,4.640094750520751e-14,1.4301642701950958,0.07283905097666961,1.9675655699860188,0.7661350351525784,stable,False,1.6061592145911217,0,C,0.7782508495518374,0.4478680309479641,0.999999934790027,0.95,3.753798299416713,0.37460718254127623,1.9675655699860188,12.163256966309813,False,0,False,0.37460718254128816,False
delta,0.25,coexistence,coexistence,5.059158537539765e-14,1.404069929184405,0.07638057993865438,1.9684919132391867,0.7694931740740246,stable,False,1.6645324303005082,0,C,0.7772831137850292,0.43269235621451285,0.9999999714985286,0.95,3.8164560006980364,0.3697655046348623,1.9684919132391867,12.036106981630223,False,0,False,0.3697655046348362,False
mu_S,0.003,coexistence,coexistence,1.305564372887035e-14,1.655332962754121,0.165708498124654,1.9580576923555817,0.7489959309767604,stable,False,2.2968312760739993,0,C,0.7933318809730041,0.40372929693620385,0.9999999863486307,0.95,3.4599474808252335,0.4244337753136997,1.9580576923555817,13.17405638980599,False,0,False,0.4244337753137023,False
mu_S,0.004928571428571429,coexistence,coexistence,2.3456992164206726e-15,1.669526580048607,0.09512278450796113,1.958729423887335,0.7408693205398843,stable,False,1.6341961244478507,0,C,0.7902085031578241,0.46486406139457825,0.9999999918589584,0.95,3.334099900855721,0.42090559195028016,1.958729423887335,13.237118311397094,False,0,False,0.42090559195027905,False
mu_S,0.006857142857142857,coexistence,coexistence,3.4065981916361576e-11,1.6837384352383717,0.024442185114917237,1.9594013479420629,0.8231682086652432,stable,False,1.1393439610381764,0,C,0.7871064517102763,0.7865220707968399,0.999996397423407,0.85,5.13888572453709,0.41737760766272963,1.9594013479420629,13.299820555888353,False,0,False,0.4173776076530384,False
mu_S,0.008785714285714286,parasitoid_free,parasitoid_free,1.2581247960889153e-13,1.4001604507592327,1.0688064537844062e-14,1.9695476292689202,0.7733716457169331,stable,False,0.7733716457170949,1,C,0.7717714571581955,0.7672729785800796,0.999999999998885,0.95,3.8911177721831103,0.3642504168486936,1.9695476292689202,12.019201133291844,False,0,False,0.3642504168486412,False
mu_S,0.010714285714285714,parasitoid_free,parasitoid_free,2.5478751668559514e-16,0.999481710921964,5.974126912948571e-34,1.9852236858916898,0.6683640900842749,stable,False,0.5066235539315933,1,C,0.7486902522157117,0.6309466166452751,0.9999999997246187,0.95,2.4818686533792675,0.2827043350091996,1.9852236858916898,9.763519926665525,False,0,False,0.2827043350091995,False
mu_S,0.012642857142857143,parasitoid_free,parasitoid_free,2.7106954003695072e-14,0.6421514619667449,4.6662969924987e-55,2.0016938368472323,0.7624600552352537,stable,False,0.3162667350563364,1,C,0.7240862076015138,0.4506380602035007,0.9999999437795397,0.95,3.687245499742822,0.19771818123552626,2.0016938368472323,7.140402220110295,False,0,False,0.1977181812355438,False
mu_S,0.014571428571428572,parasitoid_free,parasitoid_free,1.68504999212273e-08,0.3229256866864146,1.3695838059806476e-78,2.019157918413941,0.8669869830953174,stable,False,0.1845068693242637,1,C,0.6980144133806996,0.24013674679745312,0.9999913465402833,0.95,7.006170949081467,0.1083638100422812,2.019157918413941,4.088783094695364,False,0,False,0.10836381732225753,False
mu_S,0.0165,parasitoid_free,parasitoid_free,0.0005202688257114172,0.04313718201097948,3.2658500490198923e-103,2.037411090199449,0.9775825589372198,fold,False,0.09727528586435098,1,C,0.6711874548877812,0.009262800873866217,0.9994822605361877,1.0,44.10623505381715,0.01575075699651987,2.037411090199449,0.6204063413041859,False,0,False,0.01591572545889087,False
mu_S,0.01842857142857143,parasitoid_free,parasitoid_free,5.37161624267588e-07,1.1892452905942793e-06,4.4369573195273046e-111,2.040541817244976,0.8987252750833838,stable,False,0.0880670789017128,1,C,0.002141567723527027,0.3046404204233317,0.9999999083734334,1.0,9.365235513053259,4.262939019123733e-07,2.040541817244976,1.7466053064448447e-05,False,0,False,6.701106436626093e-07,False
mu_S,0.020357142857142855,trivial,trivial,2.2915091207287524e-12,2.5090317404421345e-12,2.0393797183381006e-112,2.0405419113409513,0.794007447603503,stable,False,0.08806707890119696,1,C,-0.9498193651888176,0.4516019252272838,0.9999999999997881,1.0,4.3353395940523995,8.659306736007553e-13,2.0405419113409513,3.684934252491062e-11,False,0,False,2.649336937643154e-12,False
mu_S,0.022285714285714284,trivial,trivial,4.440892098500626e-16,4.6247755867533586e-18,4.950070966088569e-113,2.0405419113411685,0.7014903737769407,stable,False,0.08806707890044896,1,C,-0.9999999075044883,0.6100996965756393,0.9999999999999996,1.0,2.820491760381194,1.5381963053238887e-18,2.0405419113411685,6.792259218980533e-17,False,0,False,9.72108862211575e-18,False
mu_S,0.024214285714285712,trivial,trivial,4.440892098500626e-16,8.506021365054204e-24,2.122606245021281e-113,2.0405419113411685,0.6197533112384552,stable,False,0.08806707889940253,1,C,-0.9999999999998299,0.7428102389493525,0.9999999999999996,1.0,2.0901534814147533,2.7288889370180303e-24,2.0405419113411685,1.2492520112569078e-22,False,0,False,3.6143958146379724e-23,False
mu_S,0.02614285714285714,trivial,trivial,4.440892098500626e-16,1.582315211818461e-29,1.1983064197881232e-113,2.0405419113411685,0.547540182184433,stable,False,0.08806707889799413,1,C,-1.0,0.8349025328205808,0.9999999999999996,1.0,1.6602486218011172,4.9008783233905524e-30,2.0405419113411685,2.3238954805917256e-28,False,0,False,1.3642326084076003e-28,False
mu_S,0.02807142857142857,trivial,trivial,4.440892098500626e-16,2.974921381834298e-35,7.913872870067688e-114,2.0405419113411685,0.48374126592585176,stable,False,0.08806707889617867,1,C,-1.0,0.8960504857122598,0.9999999999999996,1.0,1.3770214697410301,8.903285160997152e-36,2.0405419113411685,4.369171390582316e-34,False,0,False,5.211234115668412e-34,False
mu_S,0.03,trivial,trivial,4.440892098500626e-16,5.641425849688378e-41,5.7698859149137034e-114,2.0405419113411685,0.42737614548557545,stable,False,0.08806707889394957,1,C,-1.0,0.9353341815732354,0.9999999999999996,1.0,1.176344995078046,1.6327477052069357e-41,2.0405419113411685,8.285380775122242e-40,False,0,False,2.0096476483973014e-39,False
B_index,0.5,coexistence,coexistence,7.785631727013649e-11,1.4433911286701426,0.5667236562392461,1.9591776218016248,0.8063419461359284,stable,False,13.567739552756906,0,C,0.8056238969912276,0.27831702053214924,0.9999998898078162,1.0,4.645817385484781,0.41855216305859466,1.9591776218016248,12.206032507813172,False,0,False,0.41855216305221427,False
B_index,0.6071428571428571,coexistence,coexistence,2.9879978750042044e-11,1.4655691094456036,0.5149415373868682,1.9591866622291254,0.7990832498900424,stable,False,10.897377009873601,0,C,0.8038752056596097,0.32830601810547066,0.9999998858311234,1.0,4.458510628552737,0.4185046984878952,1.9591866622291254,12.313346476456791,False,0,False,0.4185046984862521,False
B_index,0.7142857142857143,coexistence,coexistence,8.987860223000772e-12,1.4879928853516722,0.46313542491932425,1.9591958686388753,0.7918678895541107,stable,False,8.73756811717326,0,C,0.8021229443073757,0.4162102538265089,0.9999999124806442,1.0,4.285211559387281,0.4184563626945352,1.9591958686388753,12.42044725418899,False,0,False,0.418456362694533,False
B_index,0.8214285714285714,coexistence,coexistence,3.955701897511727e-12,1.5106642758364726,0.41130118595183196,1.959205242654784,0.7846947947481132,stable,False,6.990018673397369,0,C,0.8003674058391987,0.550936264142929,0.9999999353784182,1.0,4.124384281550328,0.41840714716408733,1.959205242654784,12.52732480010846,False,0,False,0.4184071471643799,False
B_index,0.9285714285714286,coexistence,coexistence,1.0873632173608622e-12,1.5335851213790457,0.35943479781590326,1.959214785719593,0.777562866093899,stable,False,5.575859612643134,0,C,0.7986088833897291,0.7456259738313629,0.9999999477346523,0.95,3.9747084296860895,0.4183570443337649,1.959214785719593,12.633969303214293,False,0,False,0.4183570443338338,False
B_index,1.0357142857142856,coexistence,coexistence,3.624807548886999e-13,1.556757284559423,0.3075323453495996,1.9592244990669379,0.7704709747239492,stable,False,4.431719636336589,0,C,0.7968476701531607,0.7768945382943602,0.9999999573736553,0.95,3.8350426120966485,0.4183060477394177,1.9592244990669379,12.74037118470225,False,0,False,0.4183060477393676,False
B_index,1.1428571428571428,coexistence,coexistence,1.3544097219800518e-13,1.5801826486606467,0.2555900192321127,1.959234383785989,0.7634179620005557,stable,False,3.5066041649312534,0,C,0.7950840590501749,0.5645240960135531,0.9999999778997106,0.95,3.704395053612879,0.4182541516764354,1.959234383785989,12.84652108900699,False,0,False,0.4182541516764582,False
B_index,1.25,coexistence,coexistence,4.413965271943386e-14,1.6038631202638698,0.20360411287359648,1.959244440739102,0.7564026387474747,stable,False,2.7594131367214425,0,C,0.7933183425387845,0.43843976842828725,0.9999999894495241,0.95,3.5818998251893728,0.4182013516308617,1.959244440739102,12.952409892644472,False,0,False,0.4182013516308592,False
B_index,1.3571428571428572,coexistence,coexistence,1.0568172480476611e-14,1.6278006255722983,0.15157102140253567,1.9592546707018554,0.7494237851253007,stable,False,2.1569651435895425,0,C,0.7915508122656647,0.3974128577839804,0.9999999860284261,0.95,3.4667974758217373,0.41814764354482553,1.9592546707018554,13.058028685284446,False,0,False,0.418147643544825,False
B_index,1.4642857142857142,coexistence,coexistence,3.805544829808527e-15,1.6519971151244772,0.09948723814098098,1.9592650742109075,0.7424801495003419,stable,False,1.6724227846464068,0,C,0.7897817589670818,0.458467141036081,0.9999999863138088,0.95,3.3584191194770376,0.4180930246150654,1.9592650742109075,13.163368787526023,False,0,False,0.4180930246150652,False
B_index,1.5714285714285714,coexistence,coexistence,1.1365560840976599e-15,1.6764545586553383,0.04734935377955759,1.9592756517446717,0.7355704483354097,stable,False,1.2840365445176045,0,C,0.788011472015074,0.611534544090405,0.9999999836916651,0.95,3.256173307388351,0.4180374923444189,1.9592756517446717,13.268421725982309,False,0,False,0.41803749234441917,False
B_index,1.6785714285714286,coexistence,coexistence,0.00018119566484614595,1.667285588699402,0.0002194433827266067,1.96031564200742,0.9717435400971358,fold,False,0.9741412744767318,0,C,0.7849302970380615,0.8311768938778283,0.9999598571916964,1.0,34.88774887625178,0.41258575236193473,1.96031564200742,13.232443526118065,False,0,False,0.4125596231941929,False
B_index,1.7857142857142856,parasitoid_free,parasitoid_free,7.964770207703612e-16,1.358135124805219,1.867589088575021e-17,1.9710502904591822,0.7283533620138221,stable,False,0.7283533620138222,1,C,0.7692904692416036,0.7532521766393465,0.9999999999977947,0.95,3.154883040663816,0.35640557227901787,1.9710502904591822,11.809358077886312,False,0,False,0.3564055722790175,False
B_index,1.8928571428571428,parasitoid_free,parasitoid_free,6.661338147750939e-16,1.0703535408888558,1.6294986682991716e-31,1.9822288769591727,0.654419686738185,stable,False,0.5349276891743623,1,C,0.7527430699446993,0.6554951346073392,0.9999999998821639,0.95,2.3584549083147173,0.2982333116125819,1.9822288769591727,10.207919543112235,False,0,False,0.29823331161258165,False
