sample_id,beta,h,a_B,mu_S,mu_I,delta,eta,mu_F,R_B,sigma_A,sigma_F,phi,T,K0,B_index,equilibrium_class,trajectory_class,tail_sd,A_star,F_star,K_star,rho_star,bifurcation_type,R_P,regime_shift,canopy_collapse,max_consecutive_K_below,damage_threshold_exceeded,mean_D_longrun,functional_tipping
10,0.022829840072931786,0.00683651288556407,0.004549833155487388,0.023141272878840255,0.008855683508568017,0.1677588746350399,0.8564752280010478,0.06120964933905426,14.489958854753333,0.5197498286625261,0.42200245625144595,0.05496605512990769,58.965092271958206,1.7736655458090351,1.8888210623570898,trivial,trivial,2.220446049250313e-16,4.272195764836284e-28,1.7410230343490454e-205,1.773665545809035,0.5651031259998887,stable,0.011424709983777176,1,False,0,False,3.9631675178287094e-27,False
11,0.026622681765376854,0.008865445400878198,0.0020841460745620196,0.003831354660345331,0.04435725653033935,0.20205666346672463,0.8071785992636205,0.0738660559600136,9.23481659177304,0.7858170227559333,0.6035338072763214,0.046503357892081695,57.62956661706306,2.106086018955329,0.6652019912175011,parasitoid_free,parasitoid_free,4.440892098500626e-16,1.7091329742346781,2.7288417767743957e-37,2.0593987218098957,0.5423821038010255,stable,0.478355969083555,1,False,0,False,0.4820555121826918,False
12,0.034327334540815574,0.002266395268832394,0.001992118072479157,0.027738581174924778,0.012276850739072146,0.24404247061436263,0.6300367222246142,0.030989923859610337,6.477414237366109,0.548204189094902,0.4979915355555877,0.0845772223217427,46.481252977046616,1.6125033826355726,0.8813836117216701,trivial,trivial,4.440892098500626e-16,5.064016224692188e-46,1.8985671474438724e-100,1.612503382635573,0.38358930672181524,stable,0.11793487785857827,1,False,0,False,5.926966312725907e-44,False
13,0.023336405128445425,0.0028068128764173954,0.008037958797647711,0.01034298082873578,0.02073169234787225,0.16021721758599622,0.7987157891472944,0.03375448310478563,11.085739398679776,0.7427767737243083,0.6561885882009864,0.019752987751955567,64.6074491500148,2.0115180332564866,1.256335798234062,parasitoid_free,parasitoid_free,1.258744339599208e-05,0.16430448419281926,3.014076484181642e-83,2.0089485852796063,0.931541820908821,fold,0.1551343596139001,1,False,0,False,0.0647122583718425,False
14,0.015434832111004007,0.008774779136308784,0.005468799236588011,0.01058316248280599,0.03179014707814623,0.2375502580650919,0.6890380311590325,0.06706659831021938,13.320425612927709,0.835899967062458,0.6713662992765155,0.01912585532087472,64.10547253490066,1.9918896775129613,1.0248234054537253,parasitoid_free,parasitoid_free,3.4661965168997635e-115,1.019997229900676,1.0162598616072766e-115,1.9807187399420592,0.6763101525382158,stable,0.08565309622889337,1,False,0,False,0.2940520019168371,False
15,0.012862779539780732,0.006057166639066916,0.0023275352711879835,0.02914339802041535,0.04366291736698375,0.22500319437442262,0.6988133646714996,0.02303262776007162,15.50457933274762,0.5336338252488978,0.4657745077534295,0.05635262002939593,64.36193195285496,2.414021013163166,1.2626577536270178,trivial,trivial,4.440892098500626e-16,6.5262517174362304e-52,1.3533485950068473e-105,2.4140210131631656,0.3371411571267265,stable,0.10577108762032705,1,False,0,False,8.277123484279939e-50,False
16,0.01342184906915762,0.006174612326398147,0.007072337309376869,0.012922931568318953,0.014131515131721506,0.13015561711632168,0.9817395881156296,0.0517896261269125,6.85379068812491,0.6003683398818719,0.5309711444463917,0.07380471468424848,50.16013505606793,2.472011190910105,1.8285075974955887,trivial,trivial,2.2336061276209093e-14,2.1017223071438287e-14,9.356035443190651e-150,2.4720111909101026,0.7581318119004343,stable,0.039524986423074046,1,False,0,False,3.2779573343586923e-14,False
17,0.005796090039867043,0.0031177629771389514,0.002699462236160175,0.016719164914523237,0.005223627874429695,0.16515805824285335,0.9211168229250172,0.06267881006522763,8.558518060274075,0.6242740279162451,0.5614397277353002,0.0869429443475721,54.992553336294364,2.0919984602543207,1.9954933007974338,trivial,trivial,3.059511511433647e-18,2.3437275865933796e-18,2.0404767249873876e-187,2.0919984602543207,0.6968125273222366,stable,0.017879175274226645,1,False,0,False,6.290329817356999e-18,False
18,0.03251208191556894,0.006446453483916373,0.00672505336014305,0.0035768695436703213,0.009715070471554735,0.08103333705261637,0.7564319097185574,0.060956453942292835,9.590342182546692,0.6570752104096313,0.6607157346806578,0.045725572872005585,58.598917625438574,2.115066672371289,1.4942079626145766,parasitoid_free,parasitoid_free,2.220446049250313e-16,1.1373868730930765,1.6229855108019085e-27,2.0791341720908356,0.6596296460713635,stable,0.5857380524945882,1,False,0,False,0.3747310502912794,False
19,0.03670171910814537,0.003897099076252344,0.0067839777982360685,0.029288671261455353,0.016873418019067665,0.1899375537423375,0.5595017362630712,0.07247871214088303,13.244576160176234,0.5638662913200856,0.5438378020132475,0.013463465181279834,45.36660127720184,1.890451750965966,1.7721704353207781,trivial,trivial,1.8929384759480098e-14,1.7817710358836e-14,4.0060964598591374e-178,1.8904517509659655,0.7582195583616956,stable,0.020298322006765054,1,False,0,False,2.957585579415563e-14,False
20,0.009036294838349935,0.0026984683618907694,0.0017077461926931394,0.010122304613937953,0.0496112540137135,0.11895327260504238,0.49610945684887175,0.06556792589818007,12.723667633530644,0.6761007916998525,0.5316829570826556,0.0999186007746688,46.35034448620038,1.8784376506838643,1.6213946713251173,parasitoid_free,parasitoid_free,4.440892098500626e-16,2.0010724549871304,2.775993470776805e-127,1.7796593887957137,0.44676500393167845,stable,0.06770470370575404,1,False,0,True,0.5406240946728976,True
21,0.014554951871812924,0.003605464808186752,0.0002213654489684236,0.010042837457376854,0.025706697470480943,0.20973329653744527,0.7405888899377573,0.05273231984754001,11.557277488248952,0.6209657870570688,0.6492538964161205,0.09446292108943873,53.65998578769195,1.732482409861173,0.989514086375376,parasitoid_free,parasitoid_free,6.661338147750939e-16,0.7252039867740756,3.70871215739625e-86,1.6855712483253198,0.6914050902148903,stable,0.16163989153287553,1,False,0,False,0.29059839085815903,False
22,0.016304960527413714,0.0014297162867950165,0.0007214188983052737,0.029046722879153893,0.044758974721501844,0.17303312805144766,0.7630832082423564,0.06909970838138885,12.091944218011193,0.7105506438292148,0.3035751284649013,0.09695225317520972,56.002587895556076,1.7188484745217356,0.5059488390422006,trivial,trivial,2.220446049250313e-16,1.632408193363809e-29,1.3455482984242592e-234,1.7188484745217354,0.5479796876915097,stable,0.006333586698666794,1,False,0,False,1.7898714399788822e-28,False
23,0.011842397208710834,0.0026424972561929134,0.007574060786722814,0.009515184462704654,0.02211545447786244,0.15819060356489595,0.671590776366586,0.048983283793305285,15.245694171328786,0.8179057801119534,0.6866030200535234,0.027201306515851724,53.25966517987409,2.4445522563916335,1.1768756377147884,coexistence,coexistence,1.1466334093198022e-15,3.1857379443414464,0.10199419732095678,2.4078924824108094,0.6806670129067494,stable,1.2679618773630876,0,False,0,True,0.5554918341912227,True
24,0.01371738385027129,0.008231840435912362,0.0073812646979856044,0.004587634179009183,0.0363424960919618,0.12105477058112141,0.8841929800304926,0.07001439174168562,13.120332939527056,0.780325659614467,0.5170622478981595,0.020829423074236714,52.55424182495079,1.9050560537451677,1.5364938829215524,parasitoid_free,parasitoid_free,4.440892098500626e-16,3.423751949454072,3.7594788931710437e-47,1.8766822416632918,0.38840584946394835,stable,0.38840584946394824,1,False,0,True,0.72042225527144,True
25,0.03368457518936947,0.0005737497535784748,0.00937627429934085,0.013357516003454542,0.03512044088784055,0.07493202411311328,0.9496169766274227,0.037554308150512306,9.879393754629772,0.6191038363342932,0.5750255727729331,0.06542710125334751,50.354328931579964,1.7909262454050998,1.613131946821515,parasitoid_free,parasitoid_free,7.60517802104199e-06,0.1525528912652083,4.064009263859328e-80,1.7821914078879295,0.9267494493586016,fold,0.16863726141068855,1,False,0,False,0.07473051221545764,False
26,0.007960851973680374,0.0012518179042258746,0.002370645156047548,0.024442938370272834,0.01759938125613875,0.24261338963804363,0.5640928926218428,0.03990602077887809,11.704350589355652,0.7121286608216697,0.6388522480911192,0.03078126406037799,59.19650188806655,2.4833092766701412,0.9936898248788402,trivial,trivial,2.9575991155661795e-26,1.7248884649094114e-26,7.563920243781684e-132,2.4833092766701412,0.5841514221106268,stable,0.06018218514778352,1,False,0,False,9.176462070943576e-26,False
27,0.02708484824951648,0.00030432651522354146,0.0014819614238148601,0.013551360551521594,0.01449916930287979,0.21652964237639077,0.5504240865396395,0.0368374143237022,11.138848903165231,0.7634437186650284,0.4148642155733085,0.06650032115184994,51.829400287465894,2.427000036100348,0.8959965504797639,parasitoid_free,parasitoid_free,6.486338074120658e-16,1.1488393694798629,3.480509790738903e-18,2.3787365420511013,0.7202205402857303,stable,0.7202205402857296,1,False,0,False,0.3020505650287775,False
28,0.023594777170884235,0.00046486176722861826,0.00400098159894444,0.005005687895563242,0.03434361598411224,0.08878734249617294,0.9437196628843975,0.07966200991435887,13.425142625098172,0.8147750553419746,0.3693037602628472,0.06785908789606399,58.12639514972147,1.8650203227825313,0.5661665216142082,parasitoid_free,parasitoid_free,8.881784197001252e-16,2.7709193553861273,2.0258402184272888e-23,1.7886314124658222,0.6483587284414456,stable,0.6483587284414453,1,False,0,True,0.6162947055724236,True
29,0.023737019118718717,0.0036816963856061216,0.005526458739365929,0.01639787347419121,0.036779599770794674,0.20101932843251796,0.7953794275193634,0.06934650787289674,15.457850796554307,0.7555577555420587,0.5057869649004824,0.015534413707658123,48.96773550109843,1.6461937693237638,1.2108604051512322,parasitoid_free,parasitoid_free,4.440892098500626e-16,1.5302131540522044,2.49674117648947e-22,1.634785830298281,0.6560311049863781,stable,0.6560311049863775,1,False,0,False,0.447652011208959,False
30,0.009898957526526773,0.0023474101863243993,0.004866152488564654,0.01940495032328348,0.029866439360089318,0.13825550783322227,0.677414719642249,0.06421613256173446,6.148836197571555,0.8030754484743938,0.6819542742420259,0.09525715966655736,52.67648780393528,2.4849725560572997,1.3063042988970444,trivial,trivial,4.440892098500626e-16,5.657383452711852e-25,6.288820178822175e-176,2.4849725560573,0.6035844558685213,stable,0.02315665711247303,1,False,0,False,2.950835470431431e-24,False
31,0.02068472763284144,0.00018147018430560255,0.00878392385930901,0.029972408402512925,0.03000136827720866,0.20450059554294453,0.8412299618443346,0.043643210729241405,8.086236284463556,0.8300741942907357,0.6369957642895144,0.08052436121337637,56.128169075659024,1.5510229956508288,1.2179520301841256,trivial,trivial,7.102964017639629e-45,3.005287154735823e-45,1.439751583561991e-135,1.5510229956508288,0.3897850395726675,stable,0.05498989848020979,1,False,0,False,2.7427027978235655e-43,False
32,0.010146306861835812,0.004784551204351951,0.007792241585745292,0.02106600751623503,0.021891983557607127,0.23884514031736542,0.47508924410454106,0.05848612543038717,13.606295460935128,0.633235245631531,0.31257625376870324,0.03718218078823781,48.070920780434726,2.3939316439085467,1.7335021563334814,parasitoid_free,parasitoid_free,1.448045423860122e-06,0.27671627590367154,3.129663304272792e-169,2.386077101599876,0.9059713617380507,fold,0.026111246468143456,1,False,0,False,0.0883872688949224,False
33,0.03485772925013259,0.002330334836823185,0.0050134095589792595,0.01164121938178719,0.035901802857623524,0.06575150619601978,0.7567262031972506,0.0419575105830495,9.923960328739227,0.5414173112002991,0.3532293417211303,0.09625196648221512,57.88174262659979,1.8324980955691448,0.812593918661967,trivial,trivial,2.148562198286334e-10,2.848616108497552e-10,2.960147091671284e-158,1.8324980955392562,0.8309022742682421,stable,0.03114157404169486,1,False,0,False,3.3373242636762924e-10,False
34,0.005555838484427213,0.0057131609210922755,0.004185738470132162,0.0184338731534531,0.02418077845053635,0.2172527307000806,0.460876237773866,0.03272332617373193,10.254755764525866,0.5133133338846144,0.6218041558959724,0.051223562775121925,52.89537937550607,1.9411477674650108,1.1310299576966902,trivial,trivial,4.440892098500626e-16,3.1410015324199214e-20,2.3334134917325713e-104,1.9411477674650113,0.6693262744217587,stable,0.11013561056215146,1,False,0,False,1.1448804116713573e-19,False
35,0.03231685023099631,0.009589499308168702,0.008723960195161203,0.012820313894552092,0.04576009980721055,0.21326501273217896,0.46997840841048616,0.028500893108265354,7.465741266300584,0.6089776588124837,0.6409763334707916,0.04150049623202533,59.92531578209483,2.3291956049977727,1.2076273100460555,trivial,trivial,4.440892098500626e-16,2.1760971897873425e-25,1.1795117925472174e-100,2.3291956049977722,0.5986835687443166,stable,0.1161714964607467,1,False,0,False,1.3040901441836084e-24,False
36,0.02873864195133276,0.004617693254289836,0.007284003909499929,0.015192134457894624,0.026513143997580767,0.18032158856389785,0.8728390739425085,0.054115127797723164,10.093916419512102,0.7678853283022995,0.31848061194929994,0.023116040230334894,54.30049536533705,2.3948393744274727,1.0312058607853531,parasitoid_free,parasitoid_free,1.3462619543304057e-05,0.19884138870955143,1.020667637204296e-138,2.391128376383367,0.9292875022143988,fold,0.04485447836176172,1,False,0,False,0.06709045952019706,False
37,0.030928558017548444,0.004945127926993811,0.0011624834259566605,0.01882971207173959,0.047233968525502774,0.2223531598898954,0.9704659586348996,0.0240141526509427,7.940183482792104,0.5107580445877874,0.38584988052153507,0.06940496823685585,48.80543563325082,1.670288679700184,1.9914178042603186,trivial,trivial,4.440892098500626e-16,6.09722021674303e-25,1.4036332774511028e-98,1.6702886797001844,0.606506247778629,stable,0.11951324497427036,1,False,0,False,4.926156075729749e-24,False
38,0.019165939486468813,0.0058703158186725855,0.0074726759642118265,0.020057967380253228,0.006764871673045836,0.10012073011473585,0.8830889016269377,0.06743077051447667,7.700481097368154,0.8343472162386394,0.6468887373532719,0.029962144879704805,59.44789824222312,2.4402715540452657,0.9172362324199635,trivial,trivial,8.881784197001252e-16,2.649846089870159e-28,1.4047521830851205e-205,2.4402715540452666,0.5616724852541852,stable,0.011746516993703635,1,False,0,False,1.9429371558002485e-27,False
39,0.03065210668968438,0.0037952466655669036,0.004331067181824699,0.012448290584777935,0.031391269477657684,0.10136130851789506,0.824908228925215,0.0651130078753066,7.800118781939086,0.5940639553584572,0.5495295968173566,0.06984068635858263,46.715448345803125,1.9531888011564027,1.1180808077686821,parasitoid_free,parasitoid_free,0.0006583754020628551,0.014740858560595883,1.47129484806983e-157,1.9521342134482487,0.9825703820821854,fold,0.026239851007450972,1,False,0,False,0.007948604514241191,False
40,0.027527674999684632,0.006124490447668954,0.0038536321368443966,0.009380485202036562,0.01939733279153187,0.09051214599008124,0.6120218877839848,0.06340542310326586,12.005552880876362,0.760207925301353,0.4604084268219024,0.0682835546827444,54.87067953162132,1.8754785386398551,1.4345887729786075,parasitoid_free,parasitoid_free,6.661338147750939e-16,1.4573646838868337,3.176764774642357e-66,1.82145411744498,0.553657359535713,stable,0.2536861215799473,1,False,0,False,0.42804888948999603,False
