idx,g_low_density,A_star,F_star,K_star,R_P,mu_S,mu_I,T,R_B,sigma_A,sigma_F,beta,delta,eta,mu_F,c_B,kappa,phi,K0
173,0.4414885968705078,6.867371720755174e-11,1.925688029605424e-15,1.7116578100906244e-12,,0.027942482894881875,0.04806994062549735,53.725770539725815,12.871775391999725,0.5104056245690315,0.6414531564667935,0.034041343841823994,0.21072555872055526,0.5928129073573081,0.023361453453931265,0.021859580511244973,700000000000.0,0.03898591462106175,1.829849143887271
174,0.5317869980589978,4.848335388219003e-12,2.572633703290528e-10,4.1528228815386605e-08,,0.02829497493754388,0.028430156184402117,55.62412997273199,14.239471875042245,0.5965037884240895,0.6872552597732435,0.03975373634634267,0.14729368888174016,0.4861986832106998,0.04070504886293359,0.021081362291442262,700000000000.0,0.0724103062455213,1.919564574464336
175,0.9991393643020604,0.0475171851780567,-4.198098280932494e-24,1.918250265531487,0.07509859280573676,0.014826127131864313,0.026847016201697334,49.138343895388594,7.0729445270484295,0.8231677459916017,0.3745817119114804,0.03434865506291315,0.06016569710885236,0.48380071755732035,0.03443704878213531,0.020543119994810743,0.0894681232653322,0.020954176399888214,1.9459400630002217
176,1.6167160672493464,1.4830015649647623,-3.981746585921427e-20,2.055948643880095,0.3817716471525063,0.014445422119727793,0.030245822645108306,51.278996462476876,14.434372075755185,0.7288376237637878,0.567070430763327,0.015023622069722228,0.0826046509351317,0.44674970557459404,0.030267256614965356,0.021671098823203533,0.0022952891504998993,0.044250347221274106,2.118769251672588
177,0.27430797402773804,6.046413582074312e-09,4.2982085304823387e-60,4.235627968977545e-12,,0.027072743576225345,0.009655327239476371,58.16306681109149,6.077569004577632,0.7218902240182807,0.3252223947679871,0.0064936701179575205,0.20611356452295276,0.45053078768776317,0.025187878984725205,0.02021180531323896,700000000000.0,0.053065445957510234,2.222784996585819
178,2.7754362490534703,4.242357594192961,0.1382734958768294,2.0585352101132086,2.4557315966059097,0.0066982217978104105,0.04041152202787998,51.25568951852389,14.287969150967118,0.8487453730257961,0.3603852087317015,0.023265445189207073,0.2323400460737684,0.4920294604526573,0.03777784280796813,0.021666761209312428,0.0012373524076082078,0.02557720463665514,2.0950507100687847
179,0.6629661266687171,1.383526293530224e-09,1.24611761881388e-11,1.093952028703959e-12,,0.013838390241686864,0.044902714078705344,63.0282129309484,8.405462280258341,0.7047499516371865,0.6498329934653013,0.0313301814125238,0.09742504302024661,0.6601813523731448,0.06771583546128394,0.020463588395611878,700000000000.0,0.07012243813875191,1.7064875361336633
180,1.262756728452971,0.5800207298036822,2.9526218023532075e-21,1.850112636613009,0.04133391360978595,0.008544685001995168,0.03438504904405137,64.68109331476379,10.456118287155432,0.8320708928953262,0.4411800384059248,0.0056770939921466845,0.16377117344473313,0.909154910809665,0.04576014247496996,0.020930233958729567,0.004963932030709697,0.07746680956596581,1.9482629887959368
181,0.39428489333997413,4.489620897274449e-10,-1.1564197516245045e-11,1.0993952295852344e-12,,0.022872971778412295,0.03937290504510567,64.57284465014735,12.571001874831435,0.5761772442487977,0.5287115640610804,0.031158284712177207,0.07746594565036248,0.9563300216403684,0.049858391166518454,0.021878378948035952,700000000000.0,0.05417677455473926,2.100115907564188
182,0.3228247434830262,5.401884495270792e-10,4.9501677496649465e-11,1.0589616950410518e-12,,0.02944855745156867,0.034259206129374255,64.39538979850316,14.48727836327618,0.5878068399381247,0.340742327056843,0.012901060004910328,0.14034798538471888,0.537882727355051,0.043609626830928935,0.0210314746844849,700000000000.0,0.08782588920894338,2.143908762280962
183,0.8362668690354752,1.1822602896671697e-09,2.7485108207548397e-15,1.0658342741619628e-12,,0.014690447334231905,0.008768042234791053,49.36815437073055,9.564431382102441,0.514705825744301,0.32409636178464774,0.030999034611261987,0.2230405743186628,0.5397689930297184,0.0288222570751151,0.020830880425502435,700000000000.0,0.0974653627050091,2.4655201444310686
184,0.5995853877044028,7.586227985052092e-05,-1.2121400522892564e-12,2.365642807800664e-12,0.05275934956271111,0.018271326937295808,0.033925085443091633,50.01932700957062,6.6877045066324055,0.6553338163840038,0.41405648388461497,0.009513682289056885,0.08741011749963878,0.43030555988967306,0.04118930668148689,0.021118555579368817,700000000000.0,0.012769652681440308,2.4489630900297192
185,0.5125405325584834,1.174798258674059e-09,1.8898559338952883e-14,1.2750653180771072e-12,,0.01734175439620355,0.03578550714549105,57.05673365388485,6.684776258598761,0.6802712341724833,0.5059962880067863,0.035933920904792686,0.15674980606450178,0.5453755998902523,0.07833627534693698,0.020413069821282773,700000000000.0,0.033181755489896096,1.6703541543048706
186,2.1245742140781214,1.7835392813490811,0.1436761947569544,1.4851623204340163,2.2394985919666857,0.006455469991541845,0.005610966355605215,60.547942236089625,13.973590562516174,0.7833173810217,0.6200732796184474,0.016457152371671693,0.21293465763235664,0.9343277356104814,0.04216624201574287,0.020105225029381404,0.0019944804964572398,0.07768334355224903,1.565899595853765
187,0.6218867733195823,1.639484310935142e-11,9.468523401210844e-22,8.07706901351174e-10,,0.015247122935370196,0.04144339771415584,54.97425073284768,7.279739593783495,0.6124519656391556,0.39553975243959494,0.01114800285527163,0.09930844122032373,0.6201919400081939,0.06848584290435956,0.02019900609104043,700000000000.0,0.07568798072862017,2.3070702020473193
188,0.6098738606247205,3.848654335442983e-12,8.965443743900584e-18,1.6138739610853015e-10,,0.013392528291743179,0.020760620925776508,59.326521813917466,8.187018290319134,0.5663054704242803,0.3063531866801333,0.027444390333276277,0.18307762527699578,0.6546797556010963,0.0728484098910776,0.020468803837820793,700000000000.0,0.03541332963127809,2.4542133064840046
189,0.39153319196819675,5.849022377546476e-10,-1.1021325036099308e-16,1.1170130079609431e-12,,0.025990208139025535,0.02332744970770707,52.54243722660419,7.270306662598197,0.6241607931969375,0.38837324595311823,0.014206711758365114,0.22369204030940515,0.8056490436840518,0.049746896734461435,0.020238714551605544,700000000000.0,0.08513226150613126,2.3106447626870734
190,1.8468749246905547,1.36572272251877,0.027721358617619707,1.4553353640980946,1.3463724317737202,0.018414192060411307,0.008378322432576319,47.31713154199226,13.822541490990998,0.8765182533255702,0.63989435348095,0.031596676809394396,0.2392419386746248,0.8361702357782986,0.07319214018669463,0.020682882085827584,0.0031847827691457425,0.06969440891383165,1.5253653412744428
191,3.1845493275673586,4.252027719201756,-1.2444697651829103e-20,1.7693628989690025,0.14079534800774765,0.006170573564470638,0.04848418542224879,48.49408864969374,15.257802577612335,0.7939788570509154,0.3344646638463875,0.010457133111092894,0.1901611842942018,0.5809391673618187,0.06612828091502239,0.020847040942665835,0.0013172854681552035,0.019187775534210756,1.7930287875429738
192,0.6552484621241546,1.8448638727797118e-09,-8.307793564481493e-22,1.1354453293070987e-12,,0.016424133318957305,0.020664885577089936,61.285445556891176,11.258688196679405,0.5970588874115413,0.6895774572383851,0.024736993180156177,0.09005991677490954,0.6080742118280588,0.07789254121200241,0.021253300109902527,700000000000.0,0.039190141341477906,2.391541508707948
193,2.1738055531467526,2.861786326057781,3.281858467349744e-21,2.1678932982757786,0.28618496824319806,0.005342650946480764,0.04670906756035657,53.98439446607806,15.48066922532857,0.5978719833285482,0.6323936298401416,0.007131148318097717,0.1879059723693921,0.7943240766229689,0.05780407574586183,0.021124330875904023,0.0012256475137268133,0.06846153201037594,2.272380613858488
194,0.759712979668279,2.4264521503170045e-09,3.3582779406567298e-12,1.3918447063746374e-12,,0.00918453006562106,0.007069813533983263,64.11185286529103,9.19788472297059,0.5754756416219186,0.6449740192705535,0.027399818685124904,0.08578501623258705,0.6903003914857118,0.06492361051584769,0.020762811989389496,700000000000.0,0.013909475476122812,2.1968356252994488
195,0.30381858369737574,1.502975521816552e-10,4.526215166555936e-10,1.122835663357804e-12,,0.029833717408164828,0.02972659187996973,56.53079841340697,6.747964812986914,0.7949803237726669,0.6116064319026346,0.01619557966959761,0.20754481648053508,0.7883469245319394,0.02695233562343853,0.020441825910040637,700000000000.0,0.09201309553898394,1.6627189595177112
196,0.7608529576939977,3.0067251191342842e-12,4.3562335855062e-21,2.5028491429615524e-10,,0.01556571680646604,0.03863888970340622,56.15810714392876,10.284303032446104,0.5717452944260297,0.4046463795282752,0.03180572391657571,0.07144290266041756,0.46309398152180126,0.06302573162777401,0.020398007990256716,700000000000.0,0.04411672997736122,1.9099718501396419
197,1.367898585570636,0.8503468284657135,0.010553155809530933,2.0421017301340187,1.2711965666579588,0.004192892096419913,0.015510953559274922,56.74654792620139,9.7933523275933,0.5829800239350218,0.4493944893573475,0.028972539441870112,0.20942743434442224,0.8493221459241205,0.040372438627789095,0.020601735993112127,0.003713501458244508,0.08392741031767609,2.160090141841949
198,1.1135962431781459,0.3440178268480051,-4.967588336144242e-21,2.3490937940898986,0.04081527790517234,0.012468576502543283,0.005289252719662337,59.96362435774686,11.464941608940519,0.7482322145208551,0.32065955424818454,0.0058904164703416665,0.06826027996393381,0.48689935259059147,0.038360102987215844,0.021271557376711474,0.007546283682526851,0.06173170631783322,2.4484781092417762
199,0.3091504138222768,0.00016629411478321396,-3.0313628929460924e-15,2.089887300599578e-12,0.08373754187848235,0.027604502696351695,0.04207547776075712,60.86965608328997,8.076158905625967,0.7520458153240299,0.5394453766483148,0.025659855538599223,0.10815640418967898,0.653646329890649,0.030603986383590992,0.020918163825575622,700000000000.0,0.02173069709825601,1.935299947768083
200,0.4298043030207274,1.29785215907674e-09,-2.4235887260439143e-12,1.13687352152016e-12,,0.022180255440365157,0.045053656187681236,63.60808650461194,8.183277666506475,0.8559244004410437,0.3620025338406627,0.02381537896630892,0.23110687950623438,0.9292317345358906,0.04397962955526465,0.021407483382060728,700000000000.0,0.05929935728944919,2.4731118335144098
201,0.5974119915659302,1.8459240247459263e-09,1.616873753230637e-19,1.0977892283065267e-12,,0.010726382570642602,0.03608730639560518,63.1003367783912,8.352437260076517,0.5209630269441982,0.6504026313640155,0.035587511815699975,0.10973498494789492,0.6176126442543396,0.05205343124200451,0.020278865444173247,700000000000.0,0.06315709376438194,1.6553629726163768
202,1.1583693233172905,0.2916248666239549,-3.62801073353492e-21,1.4671134266265322,0.10915674365326483,0.018660873067987215,0.04570956528047879,55.82347104537032,13.304466745408913,0.7880539850444963,0.5855619405448305,0.03476650635864559,0.22758697072212225,0.7703559713455812,0.05909837779027319,0.02022402267655137,0.009246379577432908,0.040121133764725585,1.5078428400537984
203,0.4668849727585112,3.831785001236776e-11,-7.152633867135716e-11,4.279825707074093e-10,,0.022338532235166964,0.014920474089870114,61.43302468343677,13.507605772403965,0.507303993758339,0.560821930575108,0.012429524299985945,0.1859535099566471,0.5897307928328255,0.04383492192524746,0.020967885261393607,700000000000.0,0.04214115170777911,1.8064751833266761
204,0.9608687166493296,-2.138031063304067e-18,6.9321021631443e-30,1.6581604584964165,,0.009933606769421387,0.015213970802033076,57.59768705779743,10.24248302791942,0.5570121250463183,0.6064451401830281,0.011230072337477585,0.17042555294884376,0.6891969874818584,0.04304949171356355,0.020494560946415885,1.1182426800969572,0.03822971048442725,1.6581604584964165
205,1.232627468570139,0.5615794166961016,-9.944837479452379e-22,2.044499598949884,0.10377084972933039,0.01064464830574291,0.016955924493553726,46.05467746144902,7.941982378194847,0.6763229960549539,0.6335918021484459,0.009428515321697549,0.07821274798469341,0.912639966996663,0.05215316268038643,0.020826320674421615,0.008040408475954889,0.0238651561417278,2.078339725477575
206,0.4633793413222985,4.3911561362745725e-12,2.9529323395311923e-21,5.461694374697191e-11,,0.0198215042394222,0.015840941336924316,63.406147714756436,9.9935129205406,0.6078921427144192,0.6180754647380964,0.009577679358001532,0.08474705406101293,0.5950258285998244,0.027436525477638307,0.020438045154221977,700000000000.0,0.03751685811012684,2.3310505567421265
207,1.4289238922031944,0.7512661759365948,1e-12,1.5805568431164967,0.8469859786616901,0.013568434553867977,0.047053818319580554,49.18969696429104,12.277621311357283,0.6284160393111848,0.672555610390972,0.025783227172531207,0.14633950354476472,0.4992376756516184,0.02002370637695404,0.020103121357216383,0.004539906741584685,0.04602682508791893,1.63101392490913
208,1.2040305908369469,0.3906131140528962,-1.1766125206200056e-21,1.6150688638954962,0.05076051900353416,0.012014909666006074,0.044048243797148064,55.250630404518816,11.294010801587717,0.6493793386495297,0.656430691551397,0.020863872838473362,0.15555654388136603,0.8159095161537182,0.0699664740102029,0.020164307273993855,0.007344503572777181,0.06264737962343962,1.684771918011931
209,1.1540626242879575,0.341715916508857,-6.965883626300639e-21,1.7655027248078596,0.02229134292930805,0.00348803154931758,0.017250740663113183,64.83696078249326,7.494462198772383,0.752726802385935,0.5467738425753731,0.0321204262820896,0.07594892519587801,0.7510498319030731,0.07476333332475402,0.020587409135625824,0.009631081178205799,0.04071339875736339,1.8151230018580133
210,1.0126656184264529,0.0733257616577401,-9.473933647462006e-23,1.8203062981331497,0.1314970698435478,0.006565275416475212,0.028362261594127237,64.87782546132091,8.390385263543145,0.703372074347838,0.616051476577014,0.019141088233000012,0.20776033382972414,0.9751748252818139,0.02833675924239307,0.020197507904363,0.0378893371979033,0.02034960523058663,1.8460452801830975
211,0.9032169971850144,0.005991826977033137,-1.3170341632128939e-10,1.9113007123384628e-06,0.008603931645778514,0.017848384035258884,0.02519044529540282,51.85690578702369,9.472059669368768,0.7055415718262025,0.46083025695436725,0.022863984809415396,0.09652646923290284,0.5821295104006777,0.07676542123314677,0.020295953892994576,144263.33850900983,0.05364022701233687,2.084890777992153
212,0.2786282910544363,4.453123156520925e-12,-5.159089512060261e-91,6.944340155252924e-11,,0.022556762835929008,0.043876737618088774,64.48097352674473,9.104940439236982,0.5030301726472699,0.40595525864048193,0.020391679735179406,0.11496703870549946,0.7193181305836029,0.06487930481697014,0.020412636239069654,700000000000.0,0.044468331378852664,1.66725703208684
213,1.241529155120229,0.7172203972767698,-7.646992947626681e-21,2.3237966699798633,0.12259238356129398,0.012378191983485783,0.014331370468250705,47.15671014869746,12.792483093429965,0.5095409967299168,0.6620174057010889,0.01891332028063592,0.12583332838232827,0.7257056732224106,0.07684348493112522,0.022415740152674498,0.004100783632939021,0.04110287408627356,2.389449249802559
214,1.137757059292768,0.3161779223562944,2.122202139545117e-21,1.7612505240059089,0.1860452902615816,0.014215197439607273,0.03490416928900093,47.1136634832239,10.481651175723304,0.5899520538322771,0.5980571566323905,0.019241414107165126,0.07447454730084563,0.7454093669898645,0.036808342831284854,0.021174758783769947,0.010569848094649092,0.030194622172362816,1.7980234609127415
215,1.1501752161721335,0.31723620081884224,-9.195151331053996e-21,1.6725116341674557,0.01301479845642242,0.0159909780763643,0.024276113347450372,57.214307323029054,10.897810480115425,0.8878187142677351,0.4166594014607478,0.011645728172665697,0.11159003561016159,0.6557650707293736,0.07026816779830751,0.02076619358646154,0.009536903606074258,0.0812240083591723,1.7652331383878883
216,0.6843452578308125,2.698595961920444e-12,1.0227451740721358e-21,3.4649180223189993e-10,,0.013278119826790932,0.048134647647340115,61.004332416624884,11.002686643731332,0.5114117985108281,0.4743876260116996,0.03223707464502449,0.09178327334244074,0.9590582497064423,0.04875330604605313,0.020816751036919753,700000000000.0,0.042192188438038424,1.732855258732521
217,0.896070689525016,0.0013980222558999228,7.508201427279277e-05,2.557943996429613e-07,0.06163963622224362,0.01375350132113556,0.018424473203446885,48.31700736182364,9.078553542697396,0.5505639967018051,0.6583128397815948,0.011041277338124392,0.056808240550844574,0.8328054965203566,0.04901743109554089,0.021361365782089487,778338.2599475108,0.09244926143392707,2.0400925098191474
218,0.4738742361291202,2.413353590109067e-12,6.919432133312835e-20,6.169807784391737e-10,,0.029414138652647404,0.042789439737668515,50.54917497839696,8.423139849467358,0.7194772892759647,0.6137969396281893,0.039115148653396936,0.06416419756652375,0.8490234475299039,0.023207244603365942,0.0204651123580306,700000000000.0,0.08333625621733837,1.7728972299975783
219,0.44429325608069853,4.553495630161467e-12,-5.426423728791459e-15,1.53611756741919e-09,,0.02158619663437881,0.00805051718057987,50.21213043235014,6.664346267956199,0.5546735136378086,0.6392092717346387,0.02484629494592624,0.24838245678478532,0.6148891630926463,0.03010060645061557,0.020157579867211874,700000000000.0,0.03175570051469617,2.167032253341292
220,1.2394203393575105,0.481271195864789,-2.355982040683999e-21,1.7437027729165102,0.14037282275963966,0.02049367480610204,0.040214055965549236,47.43639037922344,13.492074107984692,0.6486609946303032,0.6539813342087444,0.037981059598577664,0.06433732162777214,0.7639978975421817,0.07010160099037432,0.02012848973948891,0.006445070280786107,0.023035829905429614,1.7716536520361816
221,0.3208357031992079,6.786131726841124e-12,-0.0002210230369631843,2.934429720408859e-10,,0.024992485437339607,0.03465992847638889,54.83967829486872,6.427835398208716,0.6317083161347415,0.5916573466907071,0.028091827424162333,0.20827235193114985,0.801766709934125,0.06323642167089137,0.02087461764880995,700000000000.0,0.0379151022020519,2.0691283939784597
222,0.9977957925405689,0.04332574895216632,-6.714369508243739e-21,1.9586352269722023,0.2013147399805711,0.02346321222323869,0.02272444778391897,45.687195432723435,10.878057566684411,0.7169663364708464,0.6377018121749378,0.03972638222045682,0.19893528454513992,0.7930977431087618,0.0306688405817723,0.021040576711402435,0.0734656113448384,0.058993483118502964,2.0366277934440653
223,1.146309233852587,0.393671467350533,-1.204628679641747e-20,2.249801028351162,0.0877000496412407,0.015317147849455513,0.0060115566916169125,56.26148028357126,12.058343029294338,0.7231822013110668,0.30439319909347534,0.02440961749232187,0.06304447945844313,0.8128055468428785,0.04889693743730597,0.020369400959124588,0.007079837127612969,0.010031495448708846,2.265542255553387
224,1.2743472176088426,0.6250345929999344,4.3926689317998696e-21,2.024156619412361,0.26496436789843925,0.015472482026681458,0.046880204270599315,54.95581209241371,14.689233422014187,0.6309135669755446,0.5709327358435371,0.03967190701663007,0.06063940015640388,0.6930307780255341,0.05385876862741086,0.020196398200547323,0.004102843283256225,0.014068015646651926,2.044022733852803
225,1.2129823345566004,0.40687588936937485,-1.1810529618575095e-21,1.5848762018874438,0.08029697803330793,0.01691957087107257,0.010986353114609146,50.57323291862343,9.374273899681093,0.8862106262047535,0.45662234386512446,0.02969084326241585,0.06795655925533362,0.576378170315885,0.05358127036471225,0.020550156463469343,0.009818655972029078,0.04856699276612899,1.6379225808116324
226,0.4993078210739001,2.239392967080063e-12,-1.869987151237318e-11,1.2444535328053526e-09,,0.019763987651197728,0.04119761599039694,64.56850154333225,10.023095260801815,0.6942326314976603,0.49414842447497875,0.03128527466039866,0.08672524384186753,0.5459896211469587,0.042716129076930065,0.020602356346185898,700000000000.0,0.06094779962710547,1.6932051741821743
227,0.7864911486471583,5.106877430570976e-12,-1.44844488533368e-19,1.945307874663208e-09,,0.015755158467589632,0.04758264515299051,56.38133428385849,12.136404503952793,0.5490590018829549,0.6902216613928438,0.0342302848274898,0.1200378417992192,0.7167720327295133,0.057953989631488234,0.02171841185101093,700000000000.0,0.054085559052333865,1.8320119152422503
228,1.7327415338120693,1.2780632026263004,-4.453542740392006e-20,1.589148674502525,0.7374697834853132,0.008891462486569069,0.018303678104535506,51.54461294310872,15.988820436874743,0.5041496005840517,0.4103524381980297,0.016014515574380977,0.21987579879941582,0.8976987929478293,0.051896969795223805,0.020351385011762396,0.0022924566278550744,0.012686977426252934,1.6032191834078702
229,2.2997456078711918,3.201752957305707,-1.2934008103690464e-20,2.1037593774601855,0.28565347397994206,0.003432274225911385,0.045675138214491574,48.7951097241726,14.06293350178928,0.5688013145936636,0.4206369342197677,0.006772033649999351,0.10313032140958182,0.8309156382754169,0.03992222938025489,0.02171031364945838,0.0013170263735119432,0.05731579633759658,2.187990924047076
230,0.607199044661136,1.118665104993255e-09,1.1907530083482554e-11,1.0535104464280367e-12,,0.024578330942790556,0.02866650575186555,56.90047420065584,13.997617648624292,0.6274321125973698,0.5160537036572674,0.011756860448692185,0.22966592951957776,0.4583314340214608,0.07567952960087826,0.022038943510285645,700000000000.0,0.09564617556429662,2.300767491348453
231,0.9783742935760407,0.01310285641495591,2.3222738200575293e-22,1.5033425514008651,0.03786870834617724,0.015908846917706877,0.020138669705226604,56.421798540620614,12.315762390605247,0.6476130085157289,0.3373527526436576,0.02135781930397493,0.14605309889501972,0.997823656391177,0.040111417607397726,0.02074585402184892,0.1436997499729242,0.06513294791582064,1.5579688394067108
232,1.5947517652189205,1.0745173645532613,4.7512000285533225e-21,1.5710165481424,0.6278216665278782,0.01047340914443776,0.01668863835461992,52.24269712885579,13.065537725602574,0.6507564294981919,0.3397557602302978,0.03810915794362555,0.16819735212168077,0.8190731183931228,0.07716527929969037,0.02102703324448588,0.003116361167740824,0.06459730288237324,1.6409784779781855
233,0.5513322243367522,1.5633838668094313e-10,-5.5190361829271506e-12,1.1158879647618986e-12,,0.009860453156236867,0.012281862379980385,64.33587066970836,6.592564709642842,0.6160348235004802,0.427539997718199,0.025360722633140688,0.10149256088549896,0.7012926123710163,0.06420001286409242,0.020869044537333827,700000000000.0,0.06669617364711543,2.3298165681715295
234,0.3241831655760563,5.947093978787993e-12,4.512447491127752e-28,6.923903864918022e-08,,0.026428977481818886,0.020713256489539075,61.182429174066854,7.4319779493306815,0.8092435576716019,0.3568171935039084,0.038586054514775286,0.05955810468480696,0.514715448959404,0.07403706346317297,0.02088295714263365,700000000000.0,0.027654573205944194,1.8163288989650095
235,2.890607677493535,4.2202087772946,0.19828484202735241,2.0980781593696447,38.62836394927031,0.004952973507565584,0.04150317384343783,45.0420323779683,12.211652602252693,0.7594739241697538,0.39048197407253726,0.03789421005439145,0.1646217086144444,0.9012467585552217,0.059897156795235454,0.02044629888392718,0.0014815488766631271,0.07132433815625124,2.203409410141991
236,1.1120750942100037,0.3215094276905981,-1.5612899766257893e-20,2.2803753275079996,0.015573075608346363,0.023338823690438007,0.02938461387013788,55.38020471242355,15.759867981467906,0.8313435979076618,0.5585591590396581,0.0074614807679203934,0.1537855807371002,0.9002796313891648,0.07607660063660837,0.02083322168976769,0.007436128240159142,0.03292146309962528,2.3323600247307814
237,1.3203975566165875,0.7381488823919202,-1.233265102953868e-21,1.9208818521979787,0.22069958740245368,0.019565068003773264,0.027533022040005406,55.57816501623465,15.384957101828755,0.8653449425530853,0.3479136687935177,0.034673391308975204,0.0912425498817223,0.8759462681782724,0.0671984609732311,0.021610507920271912,0.0037111908570806344,0.06089345443119687,2.0011959334923493
238,1.9054432951806812,1.948970128959977,-7.48322322427347e-22,1.7801319050288598,0.9433754068495797,0.012683659646122322,0.023643308069565234,50.71817675995601,15.5421432643763,0.7371794476559503,0.3356837868771213,0.015216474924387897,0.10844029292268759,0.9351429393063893,0.032743488403675296,0.02223178572035989,0.0019086780268548526,0.03912332626130048,1.828075222725387
239,3.0619184131953556,5.84909437928117,0.2300208100193624,2.371639038164395,73.75041836249426,0.007327859801931757,0.016576360138171934,50.50584503010639,15.661009795837165,0.8852418931323702,0.36721317921928165,0.027541386542199113,0.23281201655289924,0.7663187119407753,0.056209903402882816,0.02223391216931209,0.000941946597526498,0.02633005086085321,2.414964727753063
240,0.9730656394133039,-5.859877029625832e-16,-5.9781953057167e-31,2.2708488136817286,,0.01852786718589243,0.023569199105356143,60.791977528933344,14.652007808752012,0.7699433435852547,0.6227771248342884,0.012301249519085171,0.1441857750247753,0.7571699368126884,0.07807700894050779,0.02145401132175731,0.3952927070542891,0.030732533939369366,2.2708488136817238
241,0.36278706561988827,7.660410200300055e-12,0.00016637103898245941,3.516989235683837e-07,,0.025910973953665324,0.011068902407425226,64.73959414916374,10.560006569706484,0.7515954576425439,0.42266955124068134,0.028587541748646986,0.07919361728227778,0.6129268212151782,0.021889775093684574,0.021410774621360512,700000000000.0,0.013674036279715397,2.0901570303488066
242,0.3872612180035491,5.880568786440108e-12,2.182312490439653e-12,3.073199852577617e-09,,0.0288171740501381,0.03403408068199332,61.152538455611904,9.452173225825861,0.8528869353219484,0.573633060917276,0.018832355061313796,0.15738862811819881,0.9021479636924634,0.05134658489685885,0.020422511976134042,700000000000.0,0.08561541059648367,1.962573698928838
243,0.8277763528010449,2.7369231325735655e-09,6.358192618238778e-12,1.1080181055173535e-12,,0.01766601270493667,0.032693272624358366,57.310154412268105,10.29616654246351,0.7180823251281551,0.41748372851181703,0.022494691222940785,0.05380389726772629,0.8715336158488152,0.05244504893729329,0.020136284711068132,700000000000.0,0.054840342475731864,2.1170937618791776
244,0.49475566059713305,3.2003031150454736e-11,1.9506634155175284e-11,5.412937626714457e-09,,0.029881812935770007,0.029473643506378065,53.873400191793344,9.269546078846542,0.8279028395782808,0.36590812278394025,0.034194797161316015,0.14235699866817816,0.810855764595297,0.05873320092733933,0.020649610014464654,700000000000.0,0.09616668248560281,2.4906274291603374
245,1.5108246126537608,0.9635275234807309,0.06930969221942578,1.6371846520681668,1.8448633932646061,0.013064133102129304,0.019277235306013343,48.019790876679735,10.735222837268527,0.7438220724483807,0.5820531504704094,0.0345589631775126,0.0638064988167106,0.9999684839601257,0.024493732267681922,0.02103790731045485,0.004367642199169513,0.04443664487372863,1.687368365397081
246,0.6931939347463841,6.3490788107228505e-12,1.0779929900117668e-11,3.9036014304450214e-08,,0.015833790235637284,0.007341252938639366,60.08414430730532,12.475757697505802,0.5055570816766652,0.3387482582688574,0.014877005972153991,0.15459449411155907,0.9297409347558762,0.06468394165651457,0.02058191934768821,700000000000.0,0.013258915908741124,2.3690472930649786
247,1.2415152067993451,0.5832927124269601,-6.521437827199085e-21,1.9940704888266407,0.0779318402772103,0.015527436336277234,0.04255047522573861,60.33640439011576,13.191310876145948,0.8870079008714179,0.4740826724359013,0.02848309722560826,0.17269932223354273,0.9532078460138893,0.07945208019690302,0.021285314045521208,0.004683489691446891,0.03742065425431144,2.0455624542743083
248,0.6080638932196969,1.6017170922921764e-10,-2.4187553508989905e-21,1.1435499946029612e-12,,0.01901428732444169,0.04049340537247773,51.42784746934634,6.390578529076656,0.746230199629579,0.4984434325197563,0.038069053484167316,0.11186801067268598,0.9946211385895389,0.048265697776705085,0.020511418269708086,700000000000.0,0.07082845300468252,1.783921197845145
249,0.6499098308125886,2.453298405202462e-12,1.2463962432434526e-20,4.53394577126682e-10,,0.027862507048385256,0.008519220881838752,56.35014400917664,12.25007121319862,0.8316633556356959,0.6409613708503246,0.0363205536735883,0.11825220082634055,0.6989580127484971,0.07997938950947672,0.020445247888814203,700000000000.0,0.05433758983906815,1.6069485962299561
250,0.3757009571640255,9.85995174396237e-11,-2.275920222093913e-18,1.0749682311056144e-12,,0.026554269478643745,0.03168291867876366,61.35412514841882,14.338063792089299,0.5048819901477715,0.5362880535196894,0.03838755009200227,0.07547734317077152,0.7209929887764621,0.05968889213064536,0.021221835608143037,700000000000.0,0.06707274681788915,1.6979222656313029
251,1.2895862179553146,0.507333414355489,-8.75681649028639e-21,1.5133031922586675,0.0700425055135155,0.02202186788163512,0.008599835164950451,46.54584586998856,13.323511242813256,0.71549518116313,0.4677897562869291,0.017961257072298824,0.054687413153155756,0.4296844100644597,0.055457960206279744,0.020285160456014285,0.006627673324629971,0.03872754864847349,1.5539007950728714
252,1.633747567691092,1.3964648687552168,-5.1494949655881e-21,1.9799576514225656,0.126388285998239,0.01063694391863667,0.03282353403535175,45.2573856047512,9.62404405411311,0.720022855233728,0.6009901193430658,0.015973236920573248,0.2188987117081485,0.4048086955671158,0.05736132963495455,0.020772566424294668,0.0035872310664184772,0.021391809954820082,2.0093771982848634
253,0.6842955134092111,7.900008358546238e-12,-5.281826679565619e-16,3.955455860081551e-08,,0.014751120129452414,0.013425591780848404,54.35842808897204,7.451171716523701,0.6599399114227683,0.6012132609161833,0.020532363217146164,0.21719520422424748,0.719891977546884,0.06135421585511695,0.021091759019062115,700000000000.0,0.01789278919504708,1.9359294423519113
