plane,x,y,code,A_pf,K_pf,maxeig_pf,A_co,F_co,K_co,maxeig_co
phi_RB,0.03842105263157895,8.105263157894736,1,1.434549972113251,1.6802063567093728,0.9188780952607508,1.4345499720950514,-2.0615975758356702e-17,1.68020635670961,0.918878095247861
phi_RB,0.04315789473684211,8.105263157894736,1,1.4311023678667605,1.676369641066626,0.9144222462141811,1.4311023678754333,-2.5495370879296203e-24,1.676369641066485,0.9144222462202833
phi_RB,0.04789473684210527,8.105263157894736,1,1.4276795162773461,1.6725595839937415,0.9100164627767894,1.427679516285965,-4.276442773779642e-25,1.6725595839935863,0.9100164627828227
phi_RB,0.052631578947368425,8.105263157894736,1,1.424281103466199,1.6687758547076623,0.9056598921545105,1.4242811034747547,8.929654106212855e-20,1.6687758547074936,0.9056598921604685
phi_RB,0.05736842105263158,8.105263157894736,1,1.4209068213453266,1.6650181284358267,0.9013517010046098,1.4209068213538263,4.463919628257038e-21,1.6650181284356447,0.9013517010104962
phi_RB,0.06210526315789474,8.105263157894736,1,1.4175563674767324,1.66128608627162,0.8970910748797907,1.4175563674851717,1.0309489925646432e-19,1.6612860862714247,0.8970910748856045
phi_RB,0.0668421052631579,8.105263157894736,1,1.4142294449358348,1.6575794150341567,0.8928772176916462,1.4142294449442216,1.1743408422108292e-20,1.6575794150339482,0.8928772176973927
phi_RB,0.07157894736842106,8.105263157894736,1,1.4109257621789955,1.6538978071322403,0.8887093511920964,1.4109257621873195,7.005543559819954e-21,1.6538978071320194,0.8887093511977714
phi_RB,0.07631578947368421,8.105263157894736,1,1.4076450329149937,1.6502409604323491,0.884586714472725,1.4076450326612258,2.3776791087593554e-11,1.6502409604400874,0.8845867140514843
phi_RB,0.08105263157894736,8.105263157894736,1,1.404386975980337,1.6466085781305038,0.8805085634808075,1.4043869759885532,1.187123766041353e-26,1.6466085781302582,0.8805085634863522
phi_RB,0.08578947368421053,8.105263157894736,1,1.4011513152182196,1.6430003686278865,0.8764741705515988,1.4011513151565358,6.280893427090036e-12,1.6430003686300179,0.8764741704447747
phi_RB,0.09052631578947369,8.105263157894736,1,1.3979377793610506,1.639416045410071,0.8724828239562161,1.3979377793328924,3.246575488156718e-12,1.639416045411111,0.8724828239036956
phi_RB,0.09526315789473684,8.105263157894736,1,1.3947461019163996,1.6358553269297489,0.86853382746451,1.394746101905557,1.6844747562468103e-12,1.635855326930186,0.8685338274398641
phi_RB,0.1,8.105263157894736,1,1.391576021056254,1.6323179364928182,0.8646264999223278,1.3915760210543706,1e-12,1.6323179364929206,0.8646264999107564
phi_RB,0.01,8.631578947368421,2,1.671293633090837,1.7025608150244842,1.272266953798454,1.4184471591010943,0.025768072208684083,1.7035389369938663,0.7499116936473037
phi_RB,0.01473684210526316,8.631578947368421,2,1.6665450365884804,1.6979813468020604,1.2641873790802256,1.4200644363736339,0.025216807541655603,1.6993801264077728,0.7484785946883428
phi_RB,0.019473684210526317,8.631578947368421,2,1.6618368787538038,1.6934395442613606,1.2562196475682883,1.4216875983491084,0.024663834751743854,1.6952322972892189,0.7470386815863693
phi_RB,0.024210526315789474,8.631578947368421,2,1.6571685510118397,1.68893485336327,1.24836144364593,1.4233166683058112,0.024109148577745293,1.691095421478772,0.7455919079982595
phi_RB,0.02894736842105263,8.631578947368421,2,1.6525394581085222,1.6844667320046347,1.2406105154203586,1.4249516696109954,0.02355274374633179,1.6869694708851062,0.7441382270435195
phi_RB,0.03368421052631579,8.631578947368421,2,1.6479490177266072,1.6800346496780723,1.2329646725366479,1.4265926257210915,0.022994614972076294,1.68285441748481,0.7426775912948509
phi_RB,0.03842105263157895,8.631578947368421,2,1.6433966601153052,1.6756380871438545,1.2254217840814279,1.4282395601819207,0.022434756957479127,1.678750233322188,0.7412099527685145
phi_RB,0.04315789473684211,8.631578947368421,2,1.6388818277331154,1.6712765361133486,1.2179797765720557,1.4298924966289055,0.02187316439299599,1.6746568905090686,0.7397352629144608
phi_RB,0.04789473684210527,8.631578947368421,2,1.6344039749032335,1.666949498943529,1.2106366320271895,1.4315514587872857,0.02130983195706447,1.6705743612246087,0.7382534726062441
phi_RB,0.052631578947368425,8.631578947368421,2,1.6299625674810538,1.6626564883420976,1.2033903861149418,1.4332164704723245,0.02074475431613336,1.6665026177151003,0.7367645321306857
phi_RB,0.05736842105263158,8.631578947368421,2,1.6255570825332315,1.6583970270827737,1.1962391263750798,1.4348875555895149,0.02017792612469241,1.6624416322937763,0.7352683911773082
phi_RB,0.06210526315789474,8.631578947368421,2,1.621187008027808,1.654170647730331,1.1891809905114237,1.436564738403206,0.0196093419923537,1.6583913773341714,0.733764998769661
