idx,A0,F0,K0,meanD
96,0.37704621791034326,0.41555633606245307,1.7123548379451874,0.520425850574138
97,0.4683201067072372,0.08963415407886954,1.7123548379451874,0.520425850574138
98,1.802154546647322,0.43728102041873224,1.7123548379451874,0.520425850574138
99,0.597339650486574,0.15516183645004739,1.7123548379451874,0.520425850574138
100,2.3344404663411207,0.4859132130304837,1.7123548379451874,0.520425850574138
101,1.5072161467450036,0.07194875127562539,1.7123548379451874,0.520425850574138
102,0.05166950024752262,0.11482801499942763,1.7123548379451874,0.520425850574138
103,0.4041484311816979,0.33882933680642874,1.7123548379451874,0.520425850574138
104,0.3742791888393081,0.2531649658103165,1.7123548379451874,0.520425850574138
105,2.0858446825722305,0.2905583046104512,1.7123548379451874,0.520425850574138
106,0.6073291984635724,0.40206226309113136,1.7123548379451874,0.520425850574138
107,2.1490673175512467,0.3694920019577709,1.7123548379451874,0.520425850574138
108,0.40186267715636664,0.061876901825172304,1.7123548379451874,0.520425850574138
109,2.783412027509458,0.19878909691247032,1.7123548379451874,0.520425850574138
110,0.9098365884250099,0.24429202267576666,1.7123548379451874,0.5204258505741383
111,1.9919639961631117,0.47781162852348497,1.7123548379451874,0.520425850574138
112,0.8664742183773445,0.46240421465601356,1.7123548379451874,0.520425850574138
113,0.08432987924490638,0.27759902116341234,1.7123548379451874,0.520425850574138
114,1.9055855839264446,0.05294870187537665,1.7123548379451874,0.520425850574138
115,0.4296153952210988,0.20955715965815191,1.7123548379451874,0.520425850574138
116,2.899033417308113,0.2980212766171864,1.7123548379451874,0.520425850574138
117,2.7997394325846314,0.40218045780648537,1.7123548379451874,0.520425850574138
118,1.4074709886503218,0.3923817246260937,1.7123548379451874,0.520425850574138
119,0.06333198409119334,0.05457199838286747,1.7123548379451874,0.520425850574138
120,2.4899915584993817,0.39840854416258087,1.7123548379451874,0.520425850574138
121,0.7055958184796368,0.26538479529952674,1.7123548379451874,0.520425850574138
122,1.8219873038930328,0.4338694768880056,1.7123548379451874,0.520425850574138
123,1.8132904004427899,0.20628578463684016,1.7123548379451874,0.520425850574138
124,1.1288102897874763,0.21294104318675494,1.7123548379451874,0.520425850574138
125,1.9592737664841229,0.43374531587616244,1.7123548379451874,0.520425850574138
126,1.3671516774081363,0.12391978147567906,1.7123548379451874,0.520425850574138
127,0.7176204653627677,0.3730071401217232,1.7123548379451874,0.520425850574138
128,2.451540602637492,0.05263903992706248,1.7123548379451874,0.520425850574138
129,0.20901098229598272,0.2972168318782259,1.7123548379451874,0.520425850574138
130,0.4470580001361679,0.41233209522817066,1.7123548379451874,0.520425850574138
131,0.9379006750329826,0.07193596648557132,1.7123548379451874,0.520425850574138
132,2.7637017127374763,0.08276586136763908,1.7123548379451874,0.520425850574138
