B_index,beta,R_P,A_star,K_star
1.1875,0.034166666666666665,1.3239680965467182,1.3458345907443345,1.6729016471812321
1.1875,0.035625000000000004,1.463176135191462,1.3458345907384475,1.6729016471813125
1.1875,0.03708333333333333,1.6151608020036792,1.3458345907241616,1.672901647181496
1.1875,0.03854166666666667,1.7809521027108564,1.3458345907168867,1.6729016471815945
1.1875,0.04,1.9616534793394214,1.3458345907101579,1.6729016471816875
1.25,0.005,0.12160729032129677,1.1538302644954603,1.67706679074928
1.25,0.006458333333333333,0.13768638703540584,1.1538302645079872,1.6770667907490988
1.25,0.007916666666666667,0.15549911043466758,1.1538302645198568,1.6770667907489278
1.25,0.009375000000000001,0.1752010171736648,1.1538302645415335,1.677066790748614
1.25,0.010833333333333334,0.19695950033301063,1.1538302645781668,1.677066790748083
1.25,0.012291666666666666,0.22095456644837738,1.1538302646220782,1.6770667907474468
1.25,0.013750000000000002,0.2473796555312481,1.1538302646968448,1.677066790746363
1.25,0.015208333333333334,0.2764425101211077,1.1538302648377514,1.6770667907443202
1.25,0.016666666666666666,0.30836609215071453,1.1538302650698826,1.6770667907409569
1.25,0.018125000000000002,0.34338955283539246,1.1538302652862247,1.677066790737822
1.25,0.019583333333333335,0.3817692539993451,1.153830265154812,1.6770667907397212
1.25,0.021041666666666667,0.4237798508807911,1.153830265109934,1.677066790740372
1.25,0.022500000000000003,0.46971542907297686,1.1538302651007715,1.6770667907405052
1.25,0.023958333333333335,0.5198907135251992,1.1538302649628538,1.677066790742511
1.25,0.025416666666666667,0.5746423259147209,1.1538302650891363,1.6770667907406793
1.25,0.026875000000000003,0.6343301389689483,1.1538302648634773,1.6770667907439616
1.25,0.028333333333333335,0.6993386680880251,1.1538302647329532,1.677066790745863
1.25,0.029791666666666668,0.7700785720076828,1.1538302646138117,1.6770667907476013
1.25,0.03125,0.846988214918112,1.1538302645987848,1.6770667907478245
1.25,0.03270833333333333,0.9305353100865463,1.153830264541085,1.6770667907486696
1.25,0.034166666666666665,1.0212186704606578,1.1538302645300131,1.6770667907488364
1.25,0.035625000000000004,1.1195700176760899,1.153830264501778,1.6770667907492534
1.25,0.03708333333333333,1.2261559250772236,1.153830264481342,1.6770667907495573
1.25,0.03854166666666667,1.3415798358286228,1.1538302644762757,1.6770667907496382
1.25,0.04,1.4664841807901203,1.153830264457699,1.6770667907499162
1.3125,0.005,0.11532476864026851,0.9724821486649741,1.681309522993439
1.3125,0.006458333333333333,0.12873984445917808,0.9724821486697103,1.681309522993359
1.3125,0.007916666666666667,0.14342622283184417,0.9724821486880038,1.6813095229930457
1.3125,0.009375000000000001,0.1594841108680135,0.9724821486978807,1.6813095229928776
1.3125,0.010833333333333334,0.17702041029547863,0.9724821487301619,1.6813095229923247
1.3125,0.012291666666666666,0.19614910520876122,0.9724821487572582,1.681309522991861
1.3125,0.013750000000000002,0.21699166491427072,0.9724821488034581,1.6813095229910702
1.3125,0.015208333333333334,0.23967747078967874,0.9724821488809751,1.681309522989742
1.3125,0.016666666666666666,0.264344263274154,0.972482148993508,1.6813095229878148
1.3125,0.018125000000000002,0.2911386089763287,0.9724821492073247,1.6813095229841537
1.3125,0.019583333333333335,0.32021639354136916,0.9724821493948552,1.6813095229809423
1.3125,0.021041666666666667,0.35174333907460403,0.9724821494397764,1.6813095229801711
1.3125,0.022500000000000003,0.3858955417764128,0.9724821493870305,1.6813095229810722
1.3125,0.023958333333333335,0.42286004273166844,0.9724821493434767,1.6813095229818178
1.3125,0.025416666666666667,0.4628354222261513,0.9724821495777024,1.6813095229778037
1.3125,0.026875000000000003,0.5060324244885258,0.9724821493500061,1.681309522981679
1.3125,0.028333333333333335,0.5526746046856755,0.9724821492064254,1.6813095229841735
1.3125,0.029791666666666668,0.6029990205364343,0.9724821491366681,1.6813095229853727
1.3125,0.03125,0.6572569484426903,0.972482148996992,1.6813095229877735
1.3125,0.03270833333333333,0.715714628253069,0.9724821489437371,1.6813095229886912
1.3125,0.034166666666666665,0.7786540560883598,0.9724821488194809,1.6813095229908286
1.3125,0.035625000000000004,0.8463738057899554,0.9724821487909399,1.6813095229913229
1.3125,0.03708333333333333,0.9191898845405159,0.9724821487312864,1.6813095229923518
1.3125,0.03854166666666667,0.9974366444793317,0.9724821487373202,1.681309522992193
1.3125,0.04,1.0814677082722042,0.9724821486856987,1.6813095229931445
1.375,0.005,0.10922712268886929,0.8011918808647251,1.6856421237302373
1.375,0.006458333333333333,0.12016227441357094,0.8011918808625121,1.6856421237302828
1.375,0.007916666666666667,0.13198834079581787,0.80119188086329,1.6856421237302683
1.375,0.009375000000000001,0.14476565488754545,0.8011918808816426,1.685642123729901
1.375,0.010833333333333334,0.1585580123165592,0.8011918808929538,1.6856421237296757
1.375,0.012291666666666666,0.17343284142214754,0.8011918809200268,1.6856421237291341
